"entry";"name";"gossip_menu_id";"minlevel";"maxlevel";"exp";"faction";"npcflag";"detection_range";"rank";"dmgschool";"DamageModifier";"BaseAttackTime";"RangeAttackTime";"BaseVariance";"RangeVariance";"unit_class";"unit_flags";"unit_flags2";"dynamicflags";"family";"type";"type_flags";"mingold";"maxgold";"HealthModifier";"ManaModifier";"ArmorModifier";"ExperienceModifier";"RacialLeader";"RegenHealth";"mechanic_immune_mask";"spell_school_immune_mask";"flags_extra";"ScriptName"
35243;"Ghostly Blood Elf Celebrant";34435;1;1;1;1604;1;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
35244;"Ghostly Forsaken Celebrant";34435;1;1;0;68;1;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
35246;"Ghostly Draenei Celebrant";34435;1;1;1;1638;1;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
35247;"Ghostly Dwarf Celebrant";34435;1;1;0;55;1;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
35248;"Ghostly Gnome Celebrant";34435;1;1;0;875;1;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
35249;"Ghostly Human Celebrant";34435;1;1;0;12;1;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
35250;"Ghostly Night Elf Celebrant";34435;1;1;0;80;1;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
35251;"Ghostly Orc Celebrant";34435;1;1;0;29;1;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
35252;"Ghostly Tauren Celebrant";34435;1;1;0;104;1;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
35253;"Ghostly Troll Celebrant";34435;1;1;0;126;1;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
35254;"Ghostly Dalaran Celebrant";34435;75;75;2;2007;1;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
35255;"Death Shade";0;80;80;2;16;0;20.0;0;0;1.0;2000;2000;1.0;1.0;8;0;2048;0;0;6;0;0;0;0.01;1.0;1.0;1.0;0;1;8388624;0;0;""
35256;"Cheerful Dalaran Spirit";34435;80;80;2;2007;3;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
35258;"Ghostly Aldor Celebrant";34435;65;65;1;1743;1;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
35259;"Ghostly Scryer Celebrant";34435;65;65;1;1744;1;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
35260;"Cheerful Aldor Spirit";34435;70;70;1;1743;3;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
35261;"Cheerful Scryer Spirit";34435;70;70;1;1744;3;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
35262;"Felflame Infernal (1)";0;82;82;2;14;0;20.0;1;0;26.3;0;2000;1.0;1.0;1;0;2048;8;0;3;72;0;0;16.0;1.0;1.0;1.0;0;1;650852223;0;1073741824;""
35263;"Felflame Infernal (2)";0;82;82;2;14;0;20.0;1;0;32.0;0;2000;1.0;1.0;1;0;2048;8;0;3;72;0;0;7.0;1.0;1.0;1.0;0;1;650854271;0;1073741824;""
35264;"Felflame Infernal (3)";0;82;82;2;14;0;20.0;1;0;49.2;0;2000;1.0;1.0;1;0;2048;8;0;3;72;0;0;23.0;1.0;1.0;1.0;0;1;650854271;0;1073741824;""
35265;"Infernal Volcano (1)";0;80;80;2;14;0;20.0;0;0;1.0;0;2000;1.0;1.0;1;33685508;2048;8;0;10;1024;0;0;1.0;1.0;1.0;1.0;0;0;650854271;0;1073741824;""
35266;"Infernal Volcano (2)";0;80;80;2;14;0;20.0;0;0;1.0;0;2000;1.0;1.0;1;131076;2048;8;0;10;1024;0;0;15.0;1.0;1.0;1.0;0;0;650854271;0;1073741824;""
35267;"Infernal Volcano (3)";0;80;80;2;14;0;20.0;0;0;1.0;0;2000;1.0;1.0;1;131076;2048;8;0;10;1024;0;0;64.0;1.0;1.0;1.0;0;0;650854271;0;1073741824;""
35268;"Lord Jaraxxus (2)";0;83;83;2;14;0;20.0;3;0;70.3;0;2000;1.0;1.0;1;2;2048;8;0;3;76;628444;628444;380.0;1.0;1.0;1.0;0;1;617299839;0;1074266113;""
35269;"Lord Jaraxxus (3)";0;83;83;2;14;0;20.0;3;0;77.7;0;2000;1.0;1.0;1;2;2048;8;0;3;76;628444;628444;1900.0;1.0;1.0;1.0;0;1;617299839;0;1074266113;""
35270;"Mistress of Pain (1)";0;82;82;2;14;0;20.0;1;0;57.1;0;2000;1.0;1.0;1;0;2048;8;0;3;72;0;0;70.0;1.0;1.0;1.0;0;1;650854271;0;1073741824;""
35271;"Mistress of Pain (2)";0;82;82;2;14;0;20.0;1;0;54.5;0;2000;1.0;1.0;1;0;2048;8;0;3;72;0;0;25.0;1.0;1.0;1.0;0;1;650854271;0;1073741824;""
35272;"Mistress of Pain (3)";0;82;82;2;14;0;20.0;1;0;72.2;0;2000;1.0;1.0;1;0;2048;8;0;3;72;0;0;70.0;1.0;1.0;1.0;0;1;650854271;0;1073741824;""
35273;"Glaive Thrower";0;70;70;0;1735;16777216;20.0;0;0;1.0;2000;2000;1.0;1.0;1;16384;2048;0;0;9;131080;0;0;6.17284;1.0;1.0;1.0;0;0;344407930;0;0;"npc_four_car_garage"
35278;"Nether Portal (1)";0;80;80;2;14;0;20.0;0;0;1.0;0;2000;1.0;1.0;1;33685508;2048;8;0;10;1024;0;0;1.0;1.0;1.0;1.0;0;0;650854271;0;1073741824;""
35279;"Nether Portal (2)";0;80;80;2;14;0;20.0;0;0;1.0;0;2000;1.0;1.0;1;131076;2048;8;0;10;1024;0;0;15.0;1.0;1.0;1.0;0;0;650854271;0;1073741824;""
35280;"Nether Portal (3)";0;80;80;2;14;0;20.0;0;0;1.0;0;2000;1.0;1.0;1;131076;2048;8;0;10;1024;0;0;64.0;1.0;1.0;1.0;0;0;650854271;0;1073741824;""
35281;"Rukua";7260;70;70;1;1694;49;20.0;0;0;1.0;2000;2000;1.0;1.0;1;32768;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
35285;"Argent Colt";0;48;49;2;35;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;1;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
35290;"Steen Horngrass";9821;75;75;0;2121;4194305;20.0;0;0;1.0;2000;2000;1.0;1.0;2;832;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;"npc_stable_master"
35291;"Moonbell";9821;75;75;0;2027;4194305;20.0;0;0;1.0;2000;2000;1.0;1.0;1;832;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;"npc_stable_master"
35292;"Froggle";0;75;75;2;2123;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;832;2048;0;32;1;1;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
35293;"Anmarie";0;75;75;2;2027;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;832;2048;0;26;1;1;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
35297;"Icecrown Cultist Proxy";0;80;80;2;35;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;10;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;128;""
35299;"Royal Gryphon";0;75;75;2;1892;16777216;20.0;0;0;1.0;2000;2000;1.0;1.0;1;33587456;2048;0;0;1;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
35305;"Argent Monk";0;80;80;2;14;0;20.0;1;0;7.5;2400;2000;1.0;1.0;1;32770;2048;8;0;7;8;0;0;8.0;1.0;1.0;1.0;0;1;0;0;0;"npc_argent_soldier"
35306;"Argent Monk (1)";0;80;80;2;14;0;20.0;1;0;13.0;2400;2000;1.0;1.0;1;32770;2048;8;0;7;8;0;0;10.0;1.0;1.0;1.0;0;1;0;0;0;""
35307;"Argent Priestess";0;80;80;2;14;0;20.0;1;0;7.5;2400;2000;1.0;1.0;2;32770;2048;8;0;7;8;0;0;8.0;8.0;1.0;1.0;0;1;0;0;0;"npc_argent_soldier"
35308;"Argent Priestess (1)";0;80;80;2;14;0;20.0;1;0;13.0;2400;2000;1.0;1.0;2;32770;2048;8;0;7;8;0;0;10.0;12.0;1.0;1.0;0;1;0;0;0;""
35309;"Argent Lightwielder";0;80;80;2;14;0;20.0;1;0;7.5;2400;2000;1.0;1.0;2;32770;2048;8;0;7;8;0;0;8.0;5.0;1.0;1.0;0;1;0;0;0;"npc_argent_soldier"
35310;"Argent Lightwielder (1)";0;80;80;2;14;0;20.0;1;0;13.0;2400;2000;1.0;1.0;2;32770;2048;8;0;7;8;0;0;10.0;10.0;1.0;1.0;0;1;0;0;0;""
35311;"Fountain of Light";0;79;80;0;16;0;20.0;0;0;1.0;0;2000;1.0;1.0;1;131076;2048;8;0;11;1024;0;0;1.0;1.0;1.0;1.0;0;0;650854271;0;1073741826;""
35314;"Orgrimmar Champion";0;80;80;2;14;0;20.0;1;0;7.5;0;2000;1.0;1.0;1;2;2048;8;0;7;2048;0;0;5.95238;1.0;0.0;1.0;0;1;0;0;65536;"npc_toc5_grand_champion_minion"
35318;"Crimson Dawn Sailor";0;79;80;2;2123;0;20.0;0;0;1.0;2000;2000;1.0;1.0;2;2;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
35319;"Silver Blade Sailor";0;79;80;2;2027;0;20.0;0;0;1.0;2000;2000;1.0;1.0;2;2;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
35320;"Lady Jaina Proudmoore";0;80;80;2;1732;0;20.0;1;0;7.5;2000;2000;1.0;1.0;8;33600;2048;0;0;7;0;0;0;10.0;10.0;1.0;1.0;0;1;0;0;0;""
35321;"King Varian Wrynn";0;75;75;2;1732;0;20.0;3;0;35.0;2000;2000;1.0;1.0;1;768;2048;0;0;7;4;0;0;10.0;1.0;1.0;1.0;0;1;0;0;0;""
35322;"Stormwind Royal Guard";0;80;80;2;12;0;18.0;1;0;7.5;2000;2000;1.0;1.0;1;33536;2048;0;0;7;0;0;0;2.0;1.0;1.0;1.0;0;1;0;0;65536;""
35323;"Sen'jin Champion";0;80;80;2;14;0;20.0;1;0;7.5;0;2000;1.0;1.0;1;2;2048;8;0;7;2048;0;0;5.95238;1.0;0.0;1.0;0;1;0;0;65536;"npc_toc5_grand_champion_minion"
35324;"North Sea Shark";0;79;80;2;190;0;20.0;0;0;1.0;2000;2000;1.0;1.0;2;536871680;2048;32;0;1;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
35325;"Thunder Bluff Champion";0;80;80;2;14;0;20.0;1;0;7.5;0;2000;1.0;1.0;1;2;2048;8;0;7;2048;0;0;5.95238;1.0;0.0;1.0;0;1;0;0;65536;"npc_toc5_grand_champion_minion"
35326;"Silvermoon Champion";0;80;80;2;14;0;20.0;1;0;7.5;0;2000;1.0;1.0;1;2;2048;8;0;7;2048;0;0;5.95238;1.0;0.0;1.0;0;1;0;0;65536;"npc_toc5_grand_champion_minion"
35327;"Undercity Champion";0;80;80;2;14;0;20.0;1;0;7.5;0;2000;1.0;1.0;1;2;2048;8;0;7;2048;0;0;5.95238;1.0;0.0;1.0;0;1;0;0;65536;"npc_toc5_grand_champion_minion"
35328;"Stormwind Champion";0;80;80;2;14;0;20.0;1;0;7.5;0;2000;1.0;1.0;1;2;2048;8;0;7;2048;0;0;5.95238;1.0;0.0;1.0;0;1;0;0;65536;"npc_toc5_grand_champion_minion"
35329;"Ironforge Champion";0;80;80;2;14;0;20.0;1;0;7.5;0;2000;1.0;1.0;1;2;2048;8;0;7;2048;0;0;5.95238;1.0;0.0;1.0;0;1;0;0;65536;"npc_toc5_grand_champion_minion"
35330;"Exodar Champion";0;80;80;2;14;0;20.0;1;0;7.5;0;2000;1.0;1.0;1;2;2048;8;0;7;2048;0;0;5.95238;1.0;0.0;1.0;0;1;0;0;65536;"npc_toc5_grand_champion_minion"
35331;"Gnomeregan Champion";0;80;80;2;14;0;20.0;1;0;7.5;0;2000;1.0;1.0;1;2;2048;8;0;7;2048;0;0;5.95238;1.0;0.0;1.0;0;1;0;0;65536;"npc_toc5_grand_champion_minion"
35332;"Darnassus Champion";0;80;80;2;14;0;20.0;1;0;7.5;0;2000;1.0;1.0;1;2;2048;8;0;7;2048;0;0;5.95238;1.0;0.0;1.0;0;1;0;0;65536;"npc_toc5_grand_champion_minion"
35335;"Alliance Boat";0;80;80;0;35;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;33570816;2048;0;0;9;393256;0;0;1.0;1.0;1.0;1.0;0;0;0;0;0;""
35336;"Horde Boat";0;80;80;0;35;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;33570816;2048;0;0;9;393256;0;0;1.0;1.0;1.0;1.0;0;0;0;0;0;""
35337;"Bountiful Barrel";0;40;40;0;534;640;20.0;0;0;1.0;2000;2000;1.0;1.0;1;32768;2048;0;0;10;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
35338;"Bountiful Barrel";0;40;40;0;534;640;20.0;0;0;1.0;2000;2000;1.0;1.0;1;32768;2048;0;0;10;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
35339;"Boat Fire";0;80;80;2;114;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;10;0;0;0;1.35;1.0;1.0;1.0;0;1;0;0;0;""
35340;"Bountiful Barrel";0;40;40;0;534;640;20.0;0;0;1.0;2000;2000;1.0;1.0;1;32768;2048;0;0;10;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
35341;"Bountiful Barrel";0;40;40;0;714;640;20.0;0;0;1.0;2000;2000;1.0;1.0;1;32768;2048;0;0;10;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
35342;"Bountiful Barrel";0;40;40;0;714;640;20.0;0;0;1.0;2000;2000;1.0;1.0;1;32768;2048;0;0;10;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
35343;"Bountiful Barrel";0;40;40;0;714;640;20.0;0;0;1.0;2000;2000;1.0;1.0;1;32768;2048;0;0;10;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
35344;"Bognar Ironfoot";9821;80;80;0;35;4194305;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;10;2048;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;"npc_stable_master"
35345;"Gnomish Mechanic";0;80;80;1;1732;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
35346;"Goblin Mechanic";0;70;70;2;1735;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
35347;"Eydis Darkbane (1)";0;83;83;2;16;0;20.0;3;0;56.6;0;2000;1.0;1.0;2;2;2048;8;0;6;108;676573;676573;2000.0;1.0;1.0;1.0;0;1;617299839;0;1074266113;""
35348;"Eydis Darkbane (2)";0;83;83;2;16;0;20.0;3;0;41.0;0;2000;1.0;1.0;2;2;2048;8;0;6;108;676573;676573;600.0;1.0;1.0;1.0;0;1;617299839;0;1074266113;""
35349;"Eydis Darkbane (3)";0;83;83;2;16;0;20.0;3;0;69.7;0;2000;1.0;1.0;2;2;2048;8;0;6;108;676573;676573;2800.0;1.0;1.0;1.0;0;1;617299839;0;1074266113;""
35350;"Fjola Lightbane (1)";0;83;83;2;16;0;20.0;3;0;56.6;0;2000;1.0;1.0;2;2;2048;8;0;6;108;686120;686120;2000.0;1.0;1.0;1.0;0;1;617299839;0;1074266113;""
35351;"Fjola Lightbane (2)";0;83;83;2;16;0;20.0;3;0;41.0;0;2000;1.0;1.0;2;2;2048;8;0;6;108;686120;686120;600.0;1.0;1.0;1.0;0;1;617299839;0;1074266113;""
35352;"Fjola Lightbane (3)";0;83;83;2;16;0;20.0;3;0;69.7;0;2000;1.0;1.0;2;2;2048;8;0;6;108;686120;686120;2800.0;1.0;1.0;1.0;0;1;617299839;0;1074266113;""
35353;"Concentrated Darkness (1)";0;82;82;2;2189;0;20.0;1;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;10;72;0;0;30.0;1.0;1.0;1.0;0;1;0;0;0;""
35354;"Concentrated Darkness (2)";0;82;82;2;2189;0;20.0;1;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;10;72;0;0;30.0;1.0;1.0;1.0;0;1;0;0;0;""
35355;"Concentrated Darkness (3)";0;82;82;2;2189;0;20.0;1;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;10;72;0;0;30.0;1.0;1.0;1.0;0;1;0;0;0;""
35356;"Concentrated Light (1)";0;82;82;2;2189;0;20.0;1;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;10;72;0;0;30.0;1.0;1.0;1.0;0;1;0;0;0;""
35357;"Concentrated Light (2)";0;82;82;2;2189;0;20.0;1;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;10;72;0;0;30.0;1.0;1.0;1.0;0;1;0;0;0;""
35358;"Concentrated Light (3)";0;82;82;2;2189;0;20.0;1;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;10;72;0;0;30.0;1.0;1.0;1.0;0;1;0;0;0;""
35359;"Flame Warder (1)";0;82;82;2;16;0;20.0;1;0;68.5;0;2000;1.0;1.0;1;32832;2048;8;0;4;72;8112;13520;200.0;10.0;1.0;2.5;0;1;617299839;0;1073741824;""
35360;"Koralon the Flame Watcher (1)";0;83;83;2;16;0;20.0;3;0;91.9;2000;2000;1.0;1.0;1;0;2048;8;0;5;108;0;0;950.0;50.0;1.0;2.5;0;1;617299839;0;1074266113;""
35361;"Highlord Tirion Fordring";0;83;83;2;2073;0;20.0;3;0;35.0;2000;2000;1.0;1.0;2;33600;2048;0;0;7;4;0;0;10.0;10.0;1.0;1.0;0;1;0;0;0;""
35362;"Relentless Gladiator's Frost Wyrm";0;10;10;2;35;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;2;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
35364;"Slahtz";10638;19;19;0;29;1;20.0;0;0;1.0;2000;2000;1.0;1.0;4;256;2048;0;0;7;0;0;0;2.44989;1.0;1.0;1.0;0;1;0;0;0;"npc_experience"
35365;"Behsten";10638;19;19;0;12;1;20.0;0;0;1.0;2000;2000;1.0;1.0;4;256;2048;0;0;7;0;0;0;2.44989;1.0;1.0;1.0;0;1;0;0;0;"npc_experience"
35368;"Thrall";0;75;75;2;1735;0;20.0;3;0;35.0;2000;2000;1.0;1.0;1;768;2048;0;0;7;4;0;0;10.0;10.0;1.0;1.0;0;1;0;0;0;""
35372;"Garrosh Hellscream";0;75;75;2;1735;0;20.0;3;0;35.0;2000;2000;1.0;1.0;1;768;2048;0;0;7;4;0;0;10.0;1.0;1.0;1.0;0;1;0;0;0;""
35373;"Tournament Wind Rider";0;1;1;0;1735;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;33587456;2048;0;0;1;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
35376;"Jump Target";0;1;1;0;1665;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;33554688;2048;0;0;10;1048576;0;0;2.0;1.0;1.0;1.0;0;1;0;0;128;""
35377;"Door Fire";0;60;60;0;114;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;10;0;0;0;1.35;1.0;1.0;1.0;0;1;0;0;0;""
35379;"Honorable Defender Trigger (Alliance)";0;60;60;0;534;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;10;0;0;0;1.35;1.0;1.0;1.0;0;1;0;0;128;""
35380;"Honorable Defender Trigger (Horde)";0;60;60;0;714;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;10;0;0;0;1.35;1.0;1.0;1.0;0;1;0;0;128;""
35387;"Leaping Hatchling";0;1;1;0;188;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;12;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
35394;"Razzashi Hatchling";0;1;1;0;188;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;12;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
35395;"Deviate Hatchling";0;1;1;0;188;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;12;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
35396;"Darting Hatchling";0;1;1;0;188;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;12;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;"npc_pet_darting_hatchling"
35397;"Ravasaur Hatchling";0;1;1;0;188;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;12;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
35398;"Razormaw Hatchling";0;1;1;0;188;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;12;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
35399;"Obsidian Hatchling";0;1;1;0;188;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;12;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
35400;"Gundrak Hatchling";0;1;1;0;188;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;12;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
35401;"7th Legion Infantry (1)";0;80;80;0;84;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;8;0;7;4096;0;0;0.5;1.0;1.0;1.0;0;1;0;0;0;""
35403;"High Commander Halford Wyrmbane (1)";0;81;81;0;84;0;20.0;1;0;50.0;2000;2000;1.0;1.0;1;0;2048;8;0;7;4168;0;0;145.666;1.0;1.0;1.0;0;1;344407930;0;0;""
35405;"Overlord Agmar (1)";0;81;81;0;83;0;20.0;1;0;50.0;2000;2000;1.0;1.0;1;0;2048;8;0;7;4168;0;0;145.666;1.0;1.0;1.0;0;1;344407930;0;0;""
35407;"Kor'kron Guard (1)";0;80;80;0;83;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;8;0;7;4096;0;0;0.5;1.0;1.0;1.0;0;1;0;0;0;""
35410;"Alliance Gunship Cannon (1)";0;80;80;0;1732;16777216;20.0;1;0;1.0;2000;2000;1.0;1.0;1;16388;2048;8;0;9;8;0;0;9.35979;1.0;1.0;1.0;0;0;344407930;0;0;""
35413;"Catapult (1)";0;80;80;0;35;16777216;20.0;0;0;1.0;2000;2000;1.0;1.0;4;16384;2048;8;0;9;393256;0;0;3.25556;1.0;1.0;1.0;0;0;344407930;0;0;""
35415;"Demolisher (1)";0;80;80;0;35;16777216;20.0;0;0;1.0;2000;2000;1.0;1.0;1;16384;2048;8;0;9;131080;0;0;10.8519;1.0;1.0;1.0;0;0;344407930;0;0;""
35417;"Flame Turret (1)";0;80;80;0;1732;16777216;20.0;0;0;1.0;2000;2000;1.0;1.0;1;2;2048;0;0;9;262184;0;0;15.9116;1.0;1.0;1.0;0;0;344407930;0;0;""
35419;"Glaive Thrower (1)";0;80;80;0;1732;16777216;20.0;0;0;1.0;2000;2000;1.0;1.0;1;16384;2048;8;0;9;131080;0;0;6.55185;1.0;1.0;1.0;0;0;344407930;0;0;""
35421;"Glaive Thrower (1)";0;80;80;0;1735;16777216;20.0;0;0;1.0;2000;2000;1.0;1.0;1;16384;2048;8;0;9;131080;0;0;6.55185;1.0;1.0;1.0;0;0;344407930;0;0;""
35423;"Gnomish Mechanic (1)";0;1;1;0;35;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
35425;"Goblin Mechanic (1)";0;80;80;2;1735;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
35427;"Horde Gunship Cannon (1)";0;80;80;0;1735;16777216;20.0;1;0;1.0;2000;2000;1.0;1.0;1;16388;2048;8;0;9;8;0;0;9.35979;1.0;1.0;1.0;0;0;344407930;0;0;""
35429;"Keep Cannon (1)";0;80;80;0;1732;16777216;20.0;1;0;1.0;2000;2000;1.0;1.0;1;16388;2048;8;0;9;8;0;0;9.35979;1.0;1.0;1.0;0;0;344407930;0;0;""
35431;"Siege Engine (1)";0;80;80;0;1732;16777216;20.0;0;0;1.0;2000;2000;1.0;1.0;4;16384;2048;8;0;9;393256;0;0;65.5185;1.0;1.0;1.0;0;0;344407930;0;0;""
35433;"Siege Engine (1)";0;80;80;0;1735;16777216;20.0;0;0;1.0;2000;2000;1.0;1.0;4;16384;2048;8;0;9;393256;0;0;65.5185;1.0;1.0;1.0;0;0;344407930;0;0;""
35436;"Siege Turret (1)";0;80;80;0;1732;16777216;20.0;0;0;1.0;2000;2000;1.0;1.0;1;2;2048;0;0;9;262184;0;0;15.9116;1.0;1.0;1.0;0;0;344407930;0;0;""
35438;"Gormok the Impaler (1)";0;83;83;2;16;0;20.0;3;0;73.3;0;2000;1.0;1.0;1;2;2048;8;0;7;108;0;0;640.0;5.0;1.0;1.0;0;1;650854267;0;1074266121;""
35439;"Gormok the Impaler (2)";0;83;83;2;16;0;20.0;3;0;54.7;0;2000;1.0;1.0;1;2;2048;8;0;7;108;0;0;200.0;5.0;1.0;1.0;0;1;650854271;0;1074266121;""
35440;"Gormok the Impaler (3)";0;83;83;2;16;0;20.0;3;0;119.8;0;2000;1.0;1.0;1;2;2048;8;0;7;108;0;0;850.0;5.0;1.0;1.0;0;1;650854271;0;1074266121;""
35441;"Snobold Vassal (1)";0;82;82;2;14;0;20.0;1;0;5.4;0;2000;1.0;1.0;1;0;2048;8;0;7;8;0;0;40.0;1.0;1.0;1.0;0;1;650854271;0;1073807360;""
35442;"Snobold Vassal (2)";0;82;82;2;14;0;20.0;1;0;5.4;0;2000;1.0;1.0;1;0;2048;8;0;7;8;0;0;14.0;1.0;1.0;1.0;0;1;650854271;0;1073807360;""
